img_name,objs/0/category_id,objs/0/obj,objs/0/bbox/0,objs/0/bbox/1,objs/0/bbox/2,objs/0/bbox/3,objs/0/bbox/4,objs/0/bbox/5,objs/0/bbox/6,objs/0/bbox/7,objs/0/isDifficult,objs/1/category_id,objs/1/obj,objs/1/bbox/0,objs/1/bbox/1,objs/1/bbox/2,objs/1/bbox/3,objs/1/bbox/4,objs/1/bbox/5,objs/1/bbox/6,objs/1/bbox/7,objs/1/isDifficult,objs/2/category_id,objs/2/obj,objs/2/bbox/0,objs/2/bbox/1,objs/2/bbox/2,objs/2/bbox/3,objs/2/bbox/4,objs/2/bbox/5,objs/2/bbox/6,objs/2/bbox/7,objs/2/isDifficult,objs/3/category_id,objs/3/obj,objs/3/bbox/0,objs/3/bbox/1,objs/3/bbox/2,objs/3/bbox/3,objs/3/bbox/4,objs/3/bbox/5,objs/3/bbox/6,objs/3/bbox/7,objs/3/isDifficult,objs/4/category_id,objs/4/obj,objs/4/bbox/0,objs/4/bbox/1,objs/4/bbox/2,objs/4/bbox/3,objs/4/bbox/4,objs/4/bbox/5,objs/4/bbox/6,objs/4/bbox/7,objs/4/isDifficult,objs/5/category_id,objs/5/obj,objs/5/bbox/0,objs/5/bbox/1,objs/5/bbox/2,objs/5/bbox/3,objs/5/bbox/4,objs/5/bbox/5,objs/5/bbox/6,objs/5/bbox/7,objs/5/isDifficult,objs/6/category_id,objs/6/obj,objs/6/bbox/0,objs/6/bbox/1,objs/6/bbox/2,objs/6/bbox/3,objs/6/bbox/4,objs/6/bbox/5,objs/6/bbox/6,objs/6/bbox/7,objs/6/isDifficult,width,height,objs/7/category_id,objs/7/obj,objs/7/bbox/0,objs/7/bbox/1,objs/7/bbox/2,objs/7/bbox/3,objs/7/bbox/4,objs/7/bbox/5,objs/7/bbox/6,objs/7/bbox/7,objs/7/isDifficult,objs/7/bbox/8,objs/7/bbox/9,objs/3/bbox/8,objs/3/bbox/9,objs/5/bbox/8,objs/5/bbox/9,objs/1/bbox/8,objs/1/bbox/9,objs/6/bbox/8,objs/6/bbox/9
Carton_box_img_692.jpg,2,outside_box,370.267,214.88,519.767,197.88,518.767,360.88,367.767,374.88,0,1,inside_box,408.1,249.713,480.767,242.047,480.433,328.047,405.433,336.713,0,1,inside_box,638.072,170.128,866.572,202.128,843.072,335.128,612.572,294.128,0,2,outside_box,587.071,97.295,949.738,147.295,901.071,416.629,534.48,344.158,0,1,inside_box,634.646,492.991,805.146,476.491,828.646,605.491,647.646,622.491,0,2,outside_box,589.813,439.324,859.146,409.325,901.812,667.325,615.812,693.991,0,1,inside_box,322.479,444.491,461.146,447.825,445.813,597.825,307.813,589.825,0,1000,1333,2,outside_box,267.146,403.158,535.146,411.824,513.813,677.825,242.479,662.491,0,,,,,,,,,,
Carton_box_img_20.jpg,1,inside_box,446.213,327.254,604.213,349.92,580.213,507.92,414.88,488.587,0,2,outside_box,376.546,281.587,675.88,326.253,639.213,603.919,320.38,566.586,0,1,inside_box,765.713,423.92,946.213,425.42,963.713,556.92,774.213,561.42,0,2,outside_box,708.88,361.253,1008.88,363.253,1041.546,623.253,721.546,635.92,0,1,inside_box,548.486,129.251,630.486,133.251,624.486,225.751,539.486,223.251,0,2,outside_box,507.986,84.251,677.986,91.751,665.486,264.251,493.486,259.751,0,1,inside_box,805.986,83.418,1035.986,154.751,1009.32,283.418,770.653,210.751,0,1000,1333,2,outside_box,752.32,0,1120.32,115.418,1064.32,370.418,686.32,253.418,0,,,,,,,,,,
Carton_box_img_52.jpg,1,inside_box,298.973,309.347,468.973,379.347,385.64,544.013,208.973,472.013,0,1,inside_box,587.973,150.68,746.973,244.68,687.973,354.68,520.973,256.18,0,2,outside_box,579.307,76.013,832.64,220.68,718.64,449.346,438.64,286.013,0,2,outside_box,247.306,237.013,562.306,368.68,422.973,669.013,78.973,529.013,0,1,inside_box,590.473,523.013,695.973,479.513,741.973,569.013,635.473,618.513,0,2,outside_box,522.473,501.013,714.473,416.013,812.473,596.513,610.473,687.013,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_84.jpg,1,inside_box,264.507,228.853,369.84,138.853,452.507,288.187,333.84,370.853,0,2,outside_box,187.84,205.853,396.506,23.854,561.007,319.854,326.506,468.52,0,1,inside_box,531.34,126.353,618.34,50.353,679.34,132.353,587.84,207.353,0,2,outside_box,461.84,118.353,601.007,0,769.007,132.02,576.007,281.353,0,1,inside_box,712.757,332.603,886.757,260.603,1001.09,574.937,818.09,626.937,0,2,outside_box,606.757,274.603,952.331,125.634,1143.331,672.301,751.664,720,0,1,inside_box,470.137,540.402,559.637,459.902,674.137,626.402,581.137,701.402,0,1000,1333,2,outside_box,395.47,540.902,578.97,386.902,805.47,720,521.47,720,0,,,,,,,,,,
Carton_box_img_116.jpg,1,inside_box,89.24,40.32,335.24,72.32,336.24,255.32,72.24,243.32,0,1,inside_box,655.24,124.32,787.24,130.32,802.24,272.32,666.24,271.32,0,2,outside_box,1.999,0.404,424.999,0.404,430.999,349.404,0,335.404,0,2,outside_box,582.983,52.28,818.65,70.28,842.65,339.947,599.65,344.947,0,1,inside_box,451.15,355.947,578.65,356.947,578.15,455.447,450.15,457.447,0,2,outside_box,402.15,306.447,631.65,310.947,626.65,498.447,398.65,508.447,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_148.jpg,1,inside_box,418.44,171.173,553.773,136.507,572.44,283.173,427.107,314.507,0,2,outside_box,354.773,130.84,609.107,55.673,647.44,350.84,371.44,400.173,0,1,inside_box,695.94,180.507,795.94,146.007,824.44,231.007,715.94,261.507,0,2,outside_box,640.94,155.007,828.44,90.007,892.44,265.007,682.94,318.007,0,1,inside_box,787.107,408.84,967.107,404.34,971.94,719.34,779.94,718.007,0,2,outside_box,711.273,332.34,1060.273,305.34,1075.273,720,690.273,720,0,1,inside_box,466.607,521.507,585.94,478.84,628.607,678.84,500.607,717.507,0,1000,1333,2,outside_box,395.94,495.84,633.94,421.173,704.607,719.173,433.94,720,0,,,,,,,,,,
Carton_box_img_180.jpg,1,inside_box,432.76,431.313,719.76,458.98,727.76,632.48,409.76,609.48,0,2,outside_box,361.093,341.646,789.093,390.314,825.76,720,290.427,719.647,0,1,inside_box,434.154,195.281,610.154,172.615,646.82,279.948,466.154,307.281,0,2,outside_box,357.488,145.448,623.486,116.115,696.154,330.781,411.488,370.115,0,1,inside_box,814.7,138.99,948.7,139.657,987.366,265.657,842.7,267.657,0,2,outside_box,728.033,88.99,982.699,94.323,1071.366,334.99,774.7,342.324,0,1,inside_box,864.318,408.918,943.985,395.584,979.652,495.584,895.652,513.584,0,1000,1333,2,outside_box,806.818,369.251,965.318,346.251,1036.318,531.751,864.318,571.751,0,,,,,,,,,,
Carton_box_img_212.jpg,1,inside_box,466.793,1.14,661.293,0.64,627.793,87.14,459.293,14.64,0,2,outside_box,410.793,1.14,725.293,0,662.793,171.14,394.793,52.14,0,1,inside_box,560.627,248.807,646.127,195.807,694.127,267.307,611.127,320.307,0,2,outside_box,498.46,233.14,657.627,139.474,754.627,281.307,598.127,379.14,0,1,inside_box,272.793,87.473,432.793,129.473,390.293,282.473,227.293,242.973,0,2,outside_box,208.377,29.973,512.877,110.807,443.96,379.973,129.293,308.64,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_244.jpg,1,inside_box,473.386,323.92,715.387,326.587,722.053,537.92,468.053,539.92,0,2,outside_box,375.72,225.254,807.053,229.92,844.387,641.587,361.387,642.587,0,1,inside_box,1023.129,391.405,1134.629,389.905,1153.629,538.905,1038.629,538.905,0,2,outside_box,973.129,338.905,1186.629,333.405,1231.129,595.405,1006.629,600.905,0,1,inside_box,820.796,48.905,994.296,51.905,1009.796,223.905,827.796,219.905,0,2,outside_box,746.629,0,1047.296,0,1076.628,303.739,750.629,299.072,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_276.jpg,1,inside_box,524.8,67.233,608.8,86.233,576.3,184.233,492.3,165.233,0,2,outside_box,497.8,15.233,669.3,49.733,604.8,234.233,440.8,194.233,0,1,inside_box,811.133,60.733,1062.467,193.4,975.967,334.9,732.467,197.4,0,2,outside_box,629.3,224.9,757.3,0,1190.633,149.233,1006.967,448.901,0,1,inside_box,677.967,417.4,871.3,467.4,845.967,608.733,647.967,554.733,0,2,outside_box,649.3,343.4,955.3,417.4,901.967,701.233,587.967,614.733,0,1,inside_box,368.467,249.233,513.8,309.233,449.133,459.233,308.467,399.9,0,1000,1333,2,outside_box,329.3,182.067,604.133,296.9,492.466,563.234,219.622,445.051,0,,,,,,,,,,
Carton_box_img_308.jpg,1,inside_box,545.567,14.42,642.567,53.42,607.067,161.42,503.067,127.42,0,2,outside_box,488.567,0.42,718.067,0.92,639.067,223.42,433.067,150.42,0,1,inside_box,352.641,217.803,549.641,309.803,467.641,495.803,257.641,414.803,0,2,outside_box,276.641,133.803,635.641,300.803,497.974,622.803,102.641,482.803,0,1,inside_box,692.18,438.885,883.513,491.551,864.18,640.218,664.18,600.885,0,2,outside_box,644.847,353.551,964.18,440.218,927.513,720,570.513,685.551,0,1,inside_box,848.874,64.596,1056.874,229.262,996.874,359.929,772.208,199.929,0,1000,1333,2,outside_box,886.208,2,1145.541,206.828,1032.541,474.828,646.541,203.828,0,,,,,,,,,,
Carton_box_img_340.jpg,1,inside_box,409.58,151.12,550.08,209.12,512.58,330.62,377.08,264.62,0,2,outside_box,399.413,94.287,620.08,167.62,544.746,410.953,331.413,294.287,0,1,inside_box,760.913,280.287,1092.913,339.287,1031.913,616.287,713.913,502.287,0,2,outside_box,735.913,172.287,1251.913,237.287,1149.913,717.287,642.913,590.287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_375.jpg,1,inside_box,422.9,153.687,602.9,196.353,591.567,315.02,408.9,277.02,0,1,inside_box,796.733,247.687,921.233,294.687,902.733,429.187,768.233,380.187,0,2,outside_box,740.067,165.854,976.733,254.52,951.4,510.52,682.067,421.853,0,1,inside_box,731.733,520.187,810.233,532.187,801.233,637.187,718.233,628.187,0,2,outside_box,693.733,466.187,849.733,493.687,839.233,690.187,667.233,673.187,0,1,inside_box,320.733,398.02,579.733,519.02,517.733,682.02,235.733,559.02,0,2,outside_box,289.733,282.02,667.733,481.02,596.733,719.02,84.733,624.02,0,1000,1333,2,outside_box,369.416,72.305,642.416,148.305,624.416,382.305,333.416,328.305,0,,,,,,,,,,
Carton_box_img_407.jpg,1,inside_box,295.76,305.04,533.76,471.04,436.427,617.04,182.427,455.04,0,2,outside_box,283.76,179.373,630.76,448.373,469.76,720,24.76,491.373,0,1,inside_box,681.427,497.207,754.427,520.207,718.427,619.707,641.927,597.207,0,2,outside_box,657.093,441.373,802.593,492.373,739.593,674.873,582.093,632.873,0,1,inside_box,815.437,236.681,927.437,308.014,872.103,440.014,750.103,370.681,0,2,outside_box,779.603,133.347,996.77,273.347,895.437,516.681,658.769,388.68,0,1,inside_box,448.242,47.799,631.075,130.132,592.575,259.799,404.908,184.132,0,1000,1333,2,outside_box,391.075,0.799,701.075,0,609.742,334.799,317.742,226.132,0,,,,,,,,,,
Carton_box_img_439.jpg,1,inside_box,578.867,59.953,733.867,123.453,693.367,237.453,534.867,172.953,0,2,outside_box,557.7,0.12,811.7,78.12,724.2,316.12,471.534,210.786,0,1,inside_box,356.533,259.62,500.533,295.12,462.033,442.62,316.033,406.12,0,2,outside_box,305.2,200.954,583.867,266.953,509.2,533.62,231.2,462.953,0,1,inside_box,623.033,399.453,705.033,347.453,753.033,415.953,670.533,469.453,0,2,outside_box,561.533,385.953,717.533,293.453,816.033,431.453,657.033,529.453,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_471.jpg,1,inside_box,414.053,356.587,626.72,349.92,636.72,557.253,419.387,552.587,0,2,outside_box,313.387,272.587,703.387,247.587,735.387,677.587,317.387,643.587,0,1,inside_box,963.387,405.587,1103.887,400.587,1114.387,578.253,969.387,572.253,0,2,outside_box,894.553,349.087,1161.887,333.087,1193.22,653.753,912.554,635.087,0,1,inside_box,721.917,27.238,929.25,0,933.25,219.405,725.25,230.905,0,2,outside_box,670.584,0,1029.25,0.405,1039.25,314.405,672.584,327.738,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_503.jpg,1,inside_box,348.24,131.187,428.907,172.52,388.573,255.187,303.24,216.52,0,2,outside_box,327.573,73.353,485.073,152.853,415.073,308.853,238.573,230.353,0,1,inside_box,597.24,201.02,753.907,344.353,695.24,443.687,527.907,299.02,0,2,outside_box,579.906,107.686,825.906,338.353,714.239,532.354,434.24,304.353,0,1,inside_box,442.468,494.897,600.468,548.23,571.134,674.897,399.801,627.563,0,2,outside_box,407.134,412.563,668.468,510.23,625.468,719.897,307.135,720,0,1,inside_box,165.801,278.396,327.801,368.397,236.468,518.397,53.134,434.397,0,1000,1333,2,outside_box,93.134,198.063,398.801,372.23,259.134,628.397,0,530.397,0,,,,,,,,,,
Carton_box_img_535.jpg,1,inside_box,351.44,310.4,602.44,344.4,579.44,557.4,315.44,526.4,0,2,outside_box,253.44,189.4,712.44,258.4,670.44,680.4,180.44,624.4,0,1,inside_box,904.107,450.233,1019.44,464.9,1006.107,616.233,890.773,600.9,0,2,outside_box,860.773,388.233,1082.773,416.9,1069.44,686.233,838.106,657.567,0,1,inside_box,753.883,60.626,933.883,88.626,916.55,277.96,731.216,251.293,0,2,outside_box,691.216,1.96,1012.55,1.96,972.55,375.293,648.55,323.293,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_567.jpg,1,inside_box,287.425,504.714,450.091,515.38,425.425,684.047,254.758,673.38,0,2,outside_box,223.425,458.047,528.092,473.381,499.425,720,167.424,720,0,1,inside_box,673.591,533.547,736.591,600.047,659.091,673.547,594.591,607.047,0,2,outside_box,672.258,471.713,798.258,598.38,685.591,720,521.591,611.714,0,1,inside_box,496.609,275.969,656.609,311.302,635.943,426.635,463.943,389.302,0,2,outside_box,466.609,214.636,722.61,267.968,685.276,497.969,399.943,440.635,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_599.jpg,1,inside_box,3.467,125.013,241.467,112.347,276.133,303.68,0.133,336.347,0,2,outside_box,1.133,18.347,318.133,15.347,389.133,383.347,0.133,436.347,0,1,inside_box,642.8,110.347,775.467,134.347,770.133,275.013,635.467,255.013,0,2,outside_box,584.133,31.347,818.133,84.013,805.467,346.68,565.467,320.013,0,1,inside_box,409.467,347.18,538.967,333.68,547.967,428.68,423.467,446.18,0,2,outside_box,352.967,308.68,579.967,279.18,601.467,466.68,381.467,507.18,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_631.jpg,1,inside_box,500.133,143.147,661.467,169.813,651.467,284.48,481.467,258.48,0,2,outside_box,458.8,81.813,722.133,121.814,705.467,346.48,425.466,311.813,0,1,inside_box,696.3,380.813,759.8,433.813,695.8,502.813,631.8,451.813,0,2,outside_box,692.3,325.48,817.3,430.147,703.8,567.647,571.8,453.647,0,1,inside_box,332.3,381.147,489.8,378.147,486.8,533.147,326.3,536.647,0,2,outside_box,262.467,338.147,557.133,337.481,553.8,610.813,247.8,622.147,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_663.jpg,1,inside_box,241.747,388.16,472.747,422.16,435.747,624.16,188.747,594.16,0,1,inside_box,541.747,245.16,668.247,270.16,646.747,367.16,519.747,340.16,0,2,outside_box,159.414,274.827,569.58,342.827,520.747,718.827,38.08,714.827,0,1,inside_box,662.247,461.66,834.247,490.327,812.913,676.993,631.58,643.66,0,2,outside_box,616.913,371.993,904.08,423.993,871.58,717.993,548.247,720,0,2,outside_box,507.247,187.827,729.914,231.16,684.58,420.493,461.247,377.827,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_695.jpg,1,inside_box,364.919,356.341,471.419,399.341,446.919,491.341,338.419,448.341,0,2,outside_box,331.752,293.175,532.419,370.508,479.085,555.841,275.752,479.841,0,1,inside_box,606.934,596.296,683.934,756.296,534.934,837.296,452.934,668.296,0,2,outside_box,350.601,632.296,634.934,503.296,720,823.296,503.601,946.296,0,1,inside_box,86.394,607.694,233.394,562.194,293.394,763.694,143.56,815.36,0,2,outside_box,0,556.694,281.894,474.694,384.894,798.361,79.227,902.694,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_23.jpg,1,inside_box,386.08,245.544,491.08,305.544,451.08,402.544,344.08,349.044,0,2,outside_box,358.913,165.211,556.913,279.877,474.246,475.877,274.247,375.211,0,1,inside_box,429.246,595.877,590.58,535.211,630.58,689.211,479.246,750.544,0,2,outside_box,333.246,538.544,641.913,429.211,715.913,721.21,436.58,837.211,0,1,inside_box,61.413,481.544,216.413,444.711,262.246,653.044,112.746,691.544,0,2,outside_box,0,409.877,279.413,355.211,342.413,686.21,46.413,761.544,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_55.jpg,1,inside_box,439.933,377.173,659.933,396.507,647.933,590.507,417.933,574.507,0,2,outside_box,351.6,281.173,755.6,316.173,738.6,701.173,302.6,666.173,0,1,inside_box,786.411,135.563,957.078,152.896,947.078,327.563,772.411,310.23,0,2,outside_box,730.745,51.896,1025.745,84.896,1000.745,417.896,697.745,382.896,0,1,inside_box,936.098,479.27,1043.598,486.77,1037.598,625.27,930.598,615.77,0,2,outside_box,896.598,429.27,1099.098,440.77,1095.098,683.27,887.598,678.27,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_87.jpg,1,inside_box,392,345.96,539.5,357.46,524,509.46,374.5,498.96,0,2,outside_box,331.501,294.293,613.5,315.627,584.166,588.961,300.834,572.293,0,1,inside_box,748.833,376.793,807.833,439.293,732.333,504.293,674.333,442.793,0,2,outside_box,751.166,320.794,869.333,442.127,732.833,570.127,612.833,438.627,0,1,inside_box,578.515,111.051,741.848,145.051,717.848,266.384,551.848,231.051,0,2,outside_box,547.849,41.051,810.515,102.384,761.182,339.718,495.848,279.051,0,,,,,,,,,,,,1000,1333,,,,,,,,,,,,,,,,,,,,,
Carton_box_img_119.jpg,1,inside_box,119.28,202.8,268.613,129.467,354.613,262.8,215.28,342.133,0,2,outside_box,1.333,163.801,261.947,45.8,417.946,298.467,176.113,447.133,0,1,inside_box,481.28,89.967,529.28,155.633,458.28,203.967,407.613,139.633,0,2,outside_box,491.113,37.133,587.113,167.133,456.613,256.133,348.613,125.133,0,1,inside_box,662.947,251.467,740.947,444.133,638.947,498.8,556.28,299.467,0,2,outside_box,690.948,166.133,808.947,472.8,609.614,582.8,478.613,264.466,0,1,inside_box,399.653,421.282,511.153,543.282,426.153,633.282,304.653,513.782,0,1000,1333,2,outside_box,412.654,341.448,587.987,543.449,427.988,720,214.653,524.115,0,,,,,,,,,,
